url	score	metaTitle	metaDescription	desktop_screenshot	mobile_screenshot
http://rejoin.network	90	RE:JOIN. Платформа и мобильное приложение для экспертов и авторов контента	RE:JOIN — для экспертов и авторов контента. Публикуй свой контент, определяй его стоимость и принимай платежи. Помогаем авторам зарабатывать на контенте и клубах по подписке.	https://drive.google.com/uc?id=1mmU-ZHdiuUYV1TsVM6oGAe_xWbOc2EUX	https://drive.google.com/uc?id=1n0San90XAC9gDfwxxjeJXp0Hzxwph_5l
http://releva.nz	92	releva.nz	Die Relevanz App für Shopify, Shopware, JTL, xt:commerce und co.  ✓ Umsatzsteigerung mit personalisierter Werbung ✓ Kundenbindung erhöhen | Jetzt profitieren!	https://drive.google.com/uc?id=1FkIVPMZpE-oH6KiBr22RPdBd7vMa0KIi	https://drive.google.com/uc?id=1GdxP8XRiK4jLKuUqkLYObg0EHWeTJ5_b
http://remysec.com	90	Remy | Resolve product security risks early with AI	Use Remy to discover upcoming engineering work, perform automatic triage and speed up your design reviews. Reduce cost, risk, and time.	https://drive.google.com/uc?id=1zWa2RV29DfD_lAGwRafXrHNciqGXWyCQ	https://drive.google.com/uc?id=1bV_lCkBYX4TOj1SI35rTO8JJQe1dm4hm
http://rentabrut.io	94	Rentabrut - Accélérateur de croissance sur mesure	L'agence qui décuple votre acquisition clients et propulse votre chiffre d'affaire.	https://drive.google.com/uc?id=1r86zN-R15uY06xI4R-W3VczTJa59CbZM	https://drive.google.com/uc?id=1vS3DDwUcQMUFeGEFaMIcOXNiJXtqcXN-
http://reshapebiotech.com	94	Reshape	Reshape Biotech offers a scalable robotic platform with built-in incubation and automated imaging, making microbiology labs more efficient and data-driven.	https://drive.google.com/uc?id=1AETXP5fKeolshvqC_RLjQYslyORpETgd	https://drive.google.com/uc?id=1TeUcUkqT01lgkYb0WQpuIUfw_V3WxatX
http://responsive.ai	91	Responsive AI - Next Best Action for Advisors	Use AI to prioritize conversations that build trust and grow wealth.	https://drive.google.com/uc?id=13DBIVNoFdzG1KBd1fOfxeXjSvx5cCS4c	https://drive.google.com/uc?id=1UNgkgtWePuqqojoLitZzrqSjUJV8U7yJ
http://revolutionagriculture.com	95	Revolution Agriculture	From plant to pantry. Super local food, grown smart.	https://drive.google.com/uc?id=1YhpobvjpnFEMsWUKIitqGa5tLOFxFVyb	https://drive.google.com/uc?id=1Lra9aHbZtGT1EQeUVShMLsjpqKfQWD4Z
http://revlifter.com	94	RevLifter - Intelligent eCommerce Offers	Intelligent offers improve conversion and reduce abandonment while protecting brand and margin for retailers	https://drive.google.com/uc?id=1P3Ptup7dbQen6ZSgui9aUkTImq33GB0F	https://drive.google.com/uc?id=1eEKE0YFjT5GucsYJOUQrnt_RSzUYKmoC
http://retrospectlabs.com	90	Retrospect Labs - Specialists in Cyber Security Exercises	Build Readiness. Respond Effectively. Continuously improve your incident response through cyber security exercises and know how to respond before an incident happens.	https://drive.google.com/uc?id=1WA62AijrITtAWcy3o6ViuamliQE9VGly	https://drive.google.com/uc?id=1DC1bQ084eB2ezHLO1FpN2Muv9rM6rbER
http://revops.io	92	RevOps | CPQ + Modern Deal Desk Platform	Win more deals with our streamlined and intuitive revenue acceleration platform. Let's celebrate every sale!	https://drive.google.com/uc?id=1KKJ2pRpNLjJrtQc-g1ykKZVMatMBJ_TJ	https://drive.google.com/uc?id=1oQ1t521Xff6fOV-Lj8EIcr7r77Bk-maW
http://revox.io	90	Revox - We build software and games	We are a Digital Product & Game Development agency based in Colombo, Sri Lanka. We create disruptive change by crafting best-in-class digital products & ventures.	https://drive.google.com/uc?id=1P0pKzsw8odyW483xEEqcbIUjOlsaKeSR	https://drive.google.com/uc?id=1vXtRevQun_N9MnIV8Ei_ZtQY7e50bnIu
http://rhenti.com	95	Rhenti | Streamline your marketing and leasing into one powerful platform.	Rhenti is an all-in-one platform for mid-size rental owners, operators, and managers. Streamline leasing with a purpose-built CRM, marketing automation, digital applications, and integrations with major property management software. Transform your operations and achieve leasing targets efficiently with Rhenti.	https://drive.google.com/uc?id=1KaYEOOwDz16xMIWBjHsUjx821jwNjIq5	https://drive.google.com/uc?id=1uyWXOYnmIWFm8tqF7ZW3G0A26WZJZlVO
http://rhinodox.com	95	RhinoDox - Revolutionizing Bid Management - Chicago	Elevate your bidding process with RhinoDox's data-driven solutions. Streamline decision-making, boost efficiency, and drive accuracy in proposals.	https://drive.google.com/uc?id=1a8fijWuoA-Q3V6vB_COava3dm2tDueVA	https://drive.google.com/uc?id=1R0TIu5fk0qDqiWZSB32LN5ZazhUY92hE
http://riot.vc	95	Riot Ventures	Modernizing the physical world	https://drive.google.com/uc?id=1SuEqobsJ8bE7ulF_GFZeXK0zYGIpmymZ	https://drive.google.com/uc?id=18MTcOVncL27uCqnVvzOX2I-xIOMuXbC7
http://riseworks.io	91	Attention Required! | Cloudflare	No meta description	https://drive.google.com/uc?id=1nznRwV2TgGYlSsSsAXSsI2Zrr_y2cUQi	https://drive.google.com/uc?id=1DyZ5Vc--GBjhGJ9puRuvrqbuvdGJPAFc
http://riverdogdaycare.com	91	Riverdog	No meta description	https://drive.google.com/uc?id=1B86Qac_9jVcDIqws_6nbSgVCNVKsa6fT	https://drive.google.com/uc?id=1MtAtQhSrAnfj5FK_va9cvydap2ieMjGu
http://roam.ai	97	Location Solutions for Mobile Apps | Roam.ai	Start for free with Roam.ai's SDK and APIs. Unlock the potential of highly accurate and battery efficient location technology and enhance your mobile app’s user experience.	https://drive.google.com/uc?id=17gUq6B9QMeaYLzTQqWggNSB90u3Gl3r6	https://drive.google.com/uc?id=1hXyu6afoXS5qMNXtr3Y45oBlGOE5YGzM
http://rocketrez.com	100	Attractions Ticketing Software | RocketRez	RocketRez ticketing and operations booking software provides a world-class platform for tour operators, attractions, zoos, aquariums, and more.	https://drive.google.com/uc?id=1mGB1G0bBhO0UAVTxrWPRLl2LRAAdO17z	https://drive.google.com/uc?id=1vLadoHSulJkvOEOLOQB6qJyvSSW0dkuY
http://rocky.ai	92	AI Coaching App | Rocky - Platform for Personal Development	Rocky is the leading AI coaching platform that helps you achieve your personal development goals. Learn new skills, habits, and mindsets with Rocky’s guidance and feedback. Try the best and the original world's first conversational AI COACH app for free today!	https://drive.google.com/uc?id=1xspkRxq7ZpcYSPYy4irfEYf0a569U9CG	https://drive.google.com/uc?id=1fAvh0_odeoymvKoSmSBvWPJLFxhaUP5I
http://routine.co	91	Routine | All-In-One Work Operating System	Routine is the most advanced, all-in-one workplace app, combining cutting-edge features to boost your output. Available on iOS, macOS & Windows.	https://drive.google.com/uc?id=1Lo27cfsA46nY2qYFDB52cuTWPWgu_Qg5	https://drive.google.com/uc?id=1k8BhAqQoPTdOBI-_IP8ptIUNc83fzsaK
http://rovco.com	97	Homepage | Rovco	Driving new ways of working in offshore wind. Advanced AI, automation and machine learning speed-up development, deployment and maintenance.	https://drive.google.com/uc?id=1Icvg7Lxtgk0pqZlgHWnUa41P7BiiQ4LU	https://drive.google.com/uc?id=1OSRhIyyB83svxFUJUz3xunQeARqUtUjA
http://rowy.io	90	Rowy - Low-code backend on Google Cloud and Firebase	Airtable-like CMS for Firestore with a low-code platform for Firebase and Google Cloud. Manage Firebase Auth, instant admin panel, build  Cloud functions and more. Get started like no-code, fully extensible via code. Rowy is open source and free!	https://drive.google.com/uc?id=1zkmK8ZXK14aJuQ5uL7UohcO_Z2fIZrqx	https://drive.google.com/uc?id=1cgqkkcpjkLmeknHvF97dNi5mXQPY63GI
http://rubybio.com	93	Ruby Bio	Ruby Bio uses naturally occurring yeast as a factory to convert low-cost sugar into high-value products. Our proprietary biosynthesis platform can manufacture complex molecules that are biodegradable and non-toxic.​	https://drive.google.com/uc?id=1SrOrG7hHmHzg_xUWUwZlg25gzWrby49t	https://drive.google.com/uc?id=1U3Ro9J3LzejSLUI-FLFMrmL5xf5JQSy6
http://rubymoney.us	94	Ruby Money | Hello Profit, Goodbye Tax Stress	Built for Soloprenuers. We handle the math (and the IRS) so you can focus on what you love.	https://drive.google.com/uc?id=1WSi4vI-aeg5zM1L1xiRxkhUtNoR5WcKA	https://drive.google.com/uc?id=1ku0mu5FHYp2eB3eFLmtP1lJLQUgqK9um
http://runn.io	92	Real-Time Resource Planning Software | Runn	Get company-wide visibility with Runn's real-time resource management and forecasting software. Assign the right people, to the right projects, in real-time.	https://drive.google.com/uc?id=1DNQFblvxIb4FPCl--plZ6ajcL0vFtj8I	https://drive.google.com/uc?id=18mnKicvzCJ-xKWRR7zA4Dqr22W1lkdZ8
http://rysta.de	90	Home	RYSTA Protect ist der smarte Raumklimasensor mit integrierter CO2-Ampel für gute Luft in Kindergarten, Schule und Hochschule. Besseres Raumklima. Produktiveres Arbeiten.	https://drive.google.com/uc?id=1Pxzl7sBHyHCANy6B4MApI8P8URXkCd5U	https://drive.google.com/uc?id=1kTKUklFqHSzSIX3J-1cSI5k36FSrSBdw
http://sail.online	94	Sail	We empower everyone to experience the web with each other.	https://drive.google.com/uc?id=1lp2jcc9rruodB4uPFxi-0CVjVOqdecPS	https://drive.google.com/uc?id=1Aiz1ZpOdQz0V7kFvQ2eKIyhQJEDaXTId
http://safi.co	94	Safi | Trade recyclables the smart way	A better end-to-end solution that gives you the best pricing and full transparency when trading feedstock recyclables. Completely hassle-free.	https://drive.google.com/uc?id=1y_ZtqCm17W-03BSSO-X5PgO1b0iXvj8f	https://drive.google.com/uc?id=1f0UO_0nVdii5_VsZrrPP5nxRCOxn5p6v
http://salesbolt.com	92	Easily Capture Candidate Details In Salesforce	Update candidate details from any web page with Recruiterbolt, the ultimate browser integration for Salesforce-based Applicant Tracking Systems.	https://drive.google.com/uc?id=16Q0myE-Y4JA9Vi8czU8SjSeQDjSFUUyt	https://drive.google.com/uc?id=1SMHIqxGOPhZD7j4fCyUvK-RBFr3DL1zq
http://salesken.ai	92	Empower Your Sales with AI | Salesken.ai	Salesken: The Sales AI expert for better revenue insights. Empower your team and close more deals faster. Find out more at Salesken.com.	https://drive.google.com/uc?id=1ue-ReMo0s1Pl0Vf0nNzdynYHUUlZsUH-	https://drive.google.com/uc?id=1W-yHFFukdta3p9q2LduDIE0cFe6r8o8g
http://salesoar.com	90	Salesoar	Maximize the potential of your SEM advertising campaigns with our cutting-edge solution for creating, monitoring, and managing powerful search engine ads for your eCommerce and classified websites!	https://drive.google.com/uc?id=1CF5amOOPERxIN9baWoVAJaBs5KaRbqp-	https://drive.google.com/uc?id=1J2TRV78oIy5fo_MG5XOEXoSzbNsw4Sn-
http://salesrobot.co	92	#1 Sales Engagement Tool For Cold Outreach | Salesrobot	SalesRobot is among the best cloud-based sales Outreach Tools that allow users to run automated multiple cold outreach campaigns on LinkedIn and Email.	https://drive.google.com/uc?id=1WKXqIeJuev5Zhi2t4kVGS7fs7DQJYtbq	https://drive.google.com/uc?id=157w0z0p296t2ldPK2912njq6g_G9Gzy6
http://saliencelabs.ai	90	Salience Labs	No meta description	https://drive.google.com/uc?id=1eFSOmrqR7npbt7qX3-tXF3NddAeFXgdC	https://drive.google.com/uc?id=18xoPfHLCU7K9UntiqXszb6yiogOjoDY0
http://saludtools.com	95	Saludtools - Software Médico con Inteligencia Artificial		https://drive.google.com/uc?id=1STS78kDCo3yagYL6WYzaztpefiAu_plD	https://drive.google.com/uc?id=1T726Hc-a1G2VSLijXz31dxxu-WuA-bCp
http://samba.ai	93	Samba.ai makes your digital marketing superior	What characterizes Samba as an A.I. marketing platform? It is the ability to deliver customer personalization at scale.	https://drive.google.com/uc?id=1vFdP-kYMGlhLVgQUjZ2ybkYH8Qp6B0py	https://drive.google.com/uc?id=1592FBCGPko9sFvoqen6p9bFRPraoLQZF
http://sampler.io	92	Sampler | Personalized Free Samples	Get free samples and stop wasting money on stuff you don't love! Sign up for free to discover your next go-to product. No credit card required - ever.	https://drive.google.com/uc?id=130LfOxVZB4Tjea9KqQG_DNAkwntaqFZL	https://drive.google.com/uc?id=1FTZFFhXxQAUIRYeehHSdOncW0-QhxdVT
http://sayna.io	100	SAYNA	SAYNA	https://drive.google.com/uc?id=1JBMH2IqoNEAtkS9_9EtT7vZCEzrOYMlW	https://drive.google.com/uc?id=1M9DXDtf9secqtwbj6Em3Y3YwsEKy2HkD
http://scaleflex.com	92	Visual Experience Platform for Digital assets & Brand content	Single source of truth for digital assets with AI capabilities to increase your ROI, enhance visual experiences and improve team collaboration & efficiency.	https://drive.google.com/uc?id=12kQgHO0v9rPqTALkHK3Iutdvftexul0b	https://drive.google.com/uc?id=1tnLCsW6rlQEIzpset_RVm8_QV9jAcAeP
http://scanbo.com	92	Scanbo - Medical Diagnostics In The Palm of Your Hand	Medical Diagnostics In The Palm of Your Hand	https://drive.google.com/uc?id=1NLmVDY98RRZinEIPJbrKqSFQcYjWVD2T	https://drive.google.com/uc?id=1oWOL_lvciXBTBLCTTaNiFN80Ashx1LQM
http://scantist.com	90	AI-Driven DevSecOps Platform | Scantist	Discover your secure, continuous, AI-driven DevSecOps solution. scan, remediate, and ensure security, licensing, and compliance across your software development lifecycle. Get Started Now!	https://drive.google.com/uc?id=1hwIYJe-UG5UkYr_WDXqJsyF_JYISZIUa	https://drive.google.com/uc?id=16d3Ud9a56rIMPjAfdcGgAIXC8q96Jo9G
http://scorechain.com	91	Home - Scorechain | Blockchain & Digital Assets Compliance	Choose a global leader in Blockchain compliance, offering automated AML/CFT solutions that integrate seamlessly into your workflows. Ensure data privacy and comply with regulatory requirements and preemptively detect risks with our advanced analytics.	https://drive.google.com/uc?id=1Ax7wLRzrX5aLgF-XWe4AQMQo62AZiWcA	https://drive.google.com/uc?id=1iM2xuBeRavxwt2hN3xhJtZhRj8P2OC2C
http://seatti.co	92	Workplace Engagement Software für hybride Teams | Seatti	Mit unserer Workplace Engagement Software lässt sich die Kollaboration, Innovationsfähigkeit & Performance hybrider Teams steigern! Jetzt mehr erfahren.	https://drive.google.com/uc?id=1hnJ15zYIOq4wf_7m5SZxEqxWOXJEzNFe	https://drive.google.com/uc?id=1XqX8aT5Vt2FM8P6k-heVVnXU7AZ4bneH
http://secondbody.co	96	SecondBody	No meta description	https://drive.google.com/uc?id=1Q1CPe7R2hqwSFDUclhHvfkopgZtfE59E	https://drive.google.com/uc?id=1chEkqt_mOyZ61U5xioEhgj6_HyYwRziO
http://secured.finance	90	Secured Finance	No meta description	https://drive.google.com/uc?id=148K6M6dJbjSIwBClRPdaxXXRoBL9K4AB	https://drive.google.com/uc?id=1x08GKlDU2o3ZvcWbt5motH7QP-Pn7mqQ
http://senteon.co	92	Senteon: Simplify Compliance & Endpoint Security | CIS Hardening	Discover Senteon’s automated approach to cybersecurity. Streamline your compliance journey, harden every endpoint, and secure your network with our CIS benchmark-aligned solutions. Explore resources, updates, and why industry leaders trust Senteon.	https://drive.google.com/uc?id=1lG-nKEQ1sRZZg2zx9sy0-Nz0k0kHQ1EP	https://drive.google.com/uc?id=11qrGCjqVq3Qv7rbdCVgDVwAXN0FffXpc
http://sentryc.com	93	Sentryc - Brand Protection Made in Germany	Protect your brand and your products from counterfeiters with Sentryc . We monitor over 180 marketplaces for you and remove potential counterfeits.	https://drive.google.com/uc?id=1KanVcCZOm7mMPGSrkTwSsAAVYOPRjMUr	https://drive.google.com/uc?id=1ASeh750jwBYn7d-_802K5F2Faa4IqtLi
http://serviceform.com	92	Serviceform - Leading conversion toolset for Real Estate, Car Sales and Marketers	All the conversion tools you need for your real estate, car sales or any other website - for a simple monthly fee. Do it yourself or get our team of conversion experts to convert it for you.	https://drive.google.com/uc?id=1lC-_bN5KxfPKGsMXgdnVDscTaGfWWLSm	https://drive.google.com/uc?id=1Y0-j2FmZYls-37tMo4tie6OW5_sdHkwl
http://serviceback.com	93	NameBright - Domain Expired	No meta description	https://drive.google.com/uc?id=1w8fiU9Qk60mcQUxp-37iJvSQxKNp0CCA	https://drive.google.com/uc?id=1eRz45wnnM0jlAiAe5AmMvWoz1_XJqIvL
http://seyna.eu	97	Seyna - Insurance and technology for brokers	Seyna combines technology and insurance expertise for brokers on a single platform	https://drive.google.com/uc?id=1rL3b9C3PnOoHL8c5dMGI85EQHYmMawm2	https://drive.google.com/uc?id=1dIissRLbTIk0TtX8RlzsBa18ebK-xRdw
http://sheet.rocks	93	SheetRocks | Platform for building spreadsheet-backed apps	No meta description	https://drive.google.com/uc?id=1LzcVg9hf4uWQs8xuV97kf6XedoMtn8f3	https://drive.google.com/uc?id=1_vO1-Kn0SvvdQbh_GtLcArh67rfjDDip
http://shepherdly.io	91	Shepherdly: Predict Code Risk, Boost Resilience	Prevent customer pain and mitigate risk where it counts. Accelerate everything else.	https://drive.google.com/uc?id=1UX3TZD9-kwPIrp9Bk9a_nOfxICqoa5dD	https://drive.google.com/uc?id=1MzCrp9V1qc1GNr4KenZ2tCpvQ3bPJD5M
http://shipup.co	90	Shipup: Post-Purchase Technology For Online Retailers	Shipup revolutionizes post-purchase technology for online retailers by creating a branded, reassuring, and intuitive post-purchase experience. Transform one-time shoppers into loyal customers while streamlining your customer support with automated shipping updates, branded order tracking, proactive messaging, and seamless returns management.	https://drive.google.com/uc?id=1DlkaNzoulzyOJ3i2n6Qmfjlgure5q_8e	https://drive.google.com/uc?id=1lRCXxvyjtCnvyey6CO16KVDg8vQdtPfD
http://shoelace.com	96	Shoelace | Your Growth Marketing Partner	We are a full-funnel growth agency that is built to scale brands of all sizes.	https://drive.google.com/uc?id=1_cUuGDE6ApQUg-PQLJA3fQkMmcUaMglo	https://drive.google.com/uc?id=1W4WipJtJqTWSiR0GOdtsITWgFd3V8F9-
http://shrap.co.uk	94	Shrap | The new cash network	Shrap powers solutions that bring physical cash into the digital age.	https://drive.google.com/uc?id=1QeFrV_H8Sd-Rvpq6aGElwTVjQPZWmEQG	https://drive.google.com/uc?id=1jB6DQ5mm4FmhZre4sJ-fkiEyXNHno1u7
http://side.co	90	Side | La meilleure app mobile pour travailler en intérim	Téléchargez l'app Side et choisissez les missions qui correspondent à votre profil et à vos préférences. Travaillez immédiatement grâce au statut intérimaire.	https://drive.google.com/uc?id=1aL7E0h5BkgAo7wZCb9fdYcEXunNRHfLy	https://drive.google.com/uc?id=1ZQ5eKAWtkO6axWf714joRK8fageGl2ci
http://sidekickmoney.com	91	Sidekick	Private wealth, unlocked.	https://drive.google.com/uc?id=1PNjw830yVhs9yAf7G4Jg5RVba0ZWLgzi	https://drive.google.com/uc?id=1TH9dLVpzMAIvvFFn9DiTnf17FW80SPBy
http://sigalei.com.br	94	Sigalei	Monitore Diários Oficiais, Casas Legislativas, Sites Oficiais do Governo e Iniciativa Privada, Notícias e Redes Sociais. Descubra as alterações regulatórias e políticas que impactam sua organização para você não perder nenhuma informação relevante.	https://drive.google.com/uc?id=1qy8ddOrihyP4Ffu8Y-ww0fQMs_QM5vSP	https://drive.google.com/uc?id=1Uhk5C5BeQRs-eGUFT6vOh-zJnOKbPq0v
http://sikeinsights.com	96	Kona | For L&D Teams	Kona is a AI-powered leadership coach that helps managers navigate difficult conversations, performance, meetings, and more. Built for Slack.	https://drive.google.com/uc?id=1fcTqk49QorHYpS1tNi6UdIOTm7w1gnqn	https://drive.google.com/uc?id=1Mqc2dfORnCGOz7rxwIhTM4yns26epsp8
http://silencelaboratories.com	90	Silence Laboratories | MPC & Privacy preserving compute	The versatile toolkit for MPC-TSS and Privacy-Preserving Compute. Enabling enterprises to adopt Threshold Signatures and Secure Computations.	https://drive.google.com/uc?id=1F0DyQv2Udqu2Luijz7J1A5CEZjwyQce7	https://drive.google.com/uc?id=10-nBkCEY7u1EWjipXdWMzlfAi9LPwZVJ
http://simplehash.com	93	Best Token API for 60+ Chains | SimpleHash	The SimpleHash API provides access to all token data across 60+ chains, including media, floor prices, sales, listings and more. Get started today!	https://drive.google.com/uc?id=1F4Qp2sEWSr466GMMxjkLgUryAxfGrkEj	https://drive.google.com/uc?id=1Af7_4hr4yy7hpO96Tl0Xs-0V_Je3mo3T
http://simplyzibra.com.au	92	Zibra - Smarter Finance Is Black And White	The digital card to manage every account in one place. Zibra makes you smarter with your spending. Sign up now to experience the future of your money.	https://drive.google.com/uc?id=1yZZMooyrxod7k_X8Af5Kbp228nFRW6RW	https://drive.google.com/uc?id=17LppsuMLmJCfbz5EzVEWCjCFQmulflg0
http://single.earth	96	Bridging Nature and Finance — Single.Earth	One platform for your company's environmental data, compliance, and compensation solutions for climate, biodiversity, and nature to meet your ESG needs.	https://drive.google.com/uc?id=1LpiTr3YydxW2b4QdHG6keb3Se_rV3jk9	https://drive.google.com/uc?id=13TSzMMo_LrvYGUrlA0igUrNmfLIuONhH
http://singularities.com	90	Home	No meta description	https://drive.google.com/uc?id=1MZV_hCUvzbr_qJ8T70eL-ob9pQVSesGT	https://drive.google.com/uc?id=1uAY8PL09h797X57H665Lo8dXTxLxUbJx
http://sirl.io	95	Home | SIRL	No meta description	https://drive.google.com/uc?id=1u0v3eBZ7xMQ0ySORClQ-WOeIEPu3k2hu	https://drive.google.com/uc?id=19gycGr2cAqxhqefc47CzZQHXrbbYYseu
http://skylarkdrones.com	91	AI powered drone data analytics, drone survey for mining, solar, construction, inspection | Skylark Drones	Drone data platform by Skylark Drones is used by surveying, volume measurement for construction & inspection teams in infrastructure, mining, solar energy, agriculture & utilities.	https://drive.google.com/uc?id=1bxFZu2yX7-qKIVhqXJcKIoWarPmomIwk	https://drive.google.com/uc?id=1VZ9Adp9RdKAeK64prQ4jWEQed-5T4Gx9
http://skyqraft.com	95	Arkion AI-powered asset analytics for Power grids	Arkion offers an AI-powered software solution that transforms inspection data—including images, thermal, and lidar—into precise insights on the condition and health of power grids ranging from low to high voltage. Our platform streamlines access to this data and insights, tailored specifically to the demands of the power grid industry.	https://drive.google.com/uc?id=1V1_dzpF2xW-z6pE-LMGADDdn6EGNnzu7	https://drive.google.com/uc?id=1frdPl8gJW2bBNRO5Wu0Le7iGRZaFUQ-m
http://slanglabs.in	95	Voice-first Generative A.I. Co-pilots for Apps	CONVA Is The Simplest Gen A.I. Co-pilot Builder Platform For Mobile & Web Apps. CONVA Co-pilots Are Voice-first, Multilingual And Multimodal By Smart Design.	https://drive.google.com/uc?id=1oLFK0IV7hQN7rMCswdxY68PeEGDfK69L	https://drive.google.com/uc?id=1xwG0vXi0qbgM6qSE1BWcyxX5vawIUv3k
http://slingshotml.com	91	Slingshot - Analyze Medical Records in seconds with AI	Slingshot - Analyze, extract, and validate medical records in seconds.	https://drive.google.com/uc?id=1sQbw56J1yxb7FHVrsI2wlVfFhQXDhtGI	https://drive.google.com/uc?id=1DMoW3VNs7E1rPhgIRq6HfdXQhzDb09vH
http://slipreceipts.com	94	Slip	No meta description	https://drive.google.com/uc?id=1XVO2GcVRr5JayWGqgIvNDuSc_qIMRI41	https://drive.google.com/uc?id=1OFc6UFk4vScwlg6NsN14vZSoyYnm77X9
http://smartpay.co	90	後払い決済サービス Smartpay(スマートペイ) | 欲しい未来の、出発点	クレジットカードでの新しい後払い決済（BNPL）サービス スマートペイ。ワンクリックで分割手数料なしの３回払い。利息・手数料ゼロ。一度登録したら、わずか30秒でチェックアウト。	https://drive.google.com/uc?id=1k_-6d0KrnW2lB2JiWrWCQeyDRZq4tHFb	https://drive.google.com/uc?id=1ek49g6Wjfs2WLjkitP0riqrs0ZdUo8jB
http://smart-services.com	93	Smart-Services : Simplifiez la gestion de vos bureaux	Smart-Services est la plateforme qui vous permet de simplifier la gestion de vos services de bureaux : ménage, petits travaux et bien d'autres.	https://drive.google.com/uc?id=149EBcYY0krF61Tlic__QpwLsp0WthqY1	https://drive.google.com/uc?id=1y16bosU-jxt9nIjKeDn3pFDT1-YPUSfC
http://smartzer.com	90	Smartzer Video Commerce: Shoppable Videos & Live Shopping	Video Commerce: Drive sales and measure video performance: Transform your content into shoppable videos and build live shopping events driving up to 5X increased conversion.	https://drive.google.com/uc?id=1k8IDcejfX5JBXar6nUqfWApCto8jDSi7	https://drive.google.com/uc?id=1vrN6kQRNXnrwIKr8GwzKC4NZtkGjfL2-
http://snapcall.io	94	SnapCall · Future of Customer Engagement & Satisfaction	Improve customer experience with SnapCall's video-based solutions. Get asynchronous problem resolution with SnapCall Assist, real-time engagement with SnapCall Instant, and scheduled calls with SnapCall Booking.	https://drive.google.com/uc?id=1lw2rhScdm3Mv4JOmTUxK_fU3sgv2IVZx	https://drive.google.com/uc?id=1LB2k3NTz_73rmZtR7Cq4235ZV0z3V3Sk
http://social27.com	93	Social27 - Virtual & Hybrid Events that Make an Impact.	Build communities and accelerate sales with greater reach, accessibility, flexibility, security, and insights than ever before.	https://drive.google.com/uc?id=1Fn07xl9yL6oFWErhwOoguHohElggwa39	https://drive.google.com/uc?id=1h-vmXBnmcbxM2dQHf7Jv1Q6gLxi2LfkW
http://gosnappy.io	94	Snappy - All-in-One Smart Restaurant Technology Platform	Snappy provides technology to run your restaurant efficiently. Increase sales, streamline customer operations and bring your guests back faster with Snappy.	https://drive.google.com/uc?id=1ERlgRt9PMymYZPONjNnr8rUuTJzKnkm3	https://drive.google.com/uc?id=16Q7-YQK0QbmwbyrQbYiV3lwdWe_SoqS-
http://socialsnowball.io	96	Social Snowball | Affiliate & Referral Platform for DTC	Social Snowball is the #1 affiliate & referral marketing platform for ecommerce brands. Turn your customers into affiliates & manage your influencer marketing all in one place.	https://drive.google.com/uc?id=1gpsb4V_OLqe1kMKOSwZch2mZlTfnaseg	https://drive.google.com/uc?id=1SP-4RdTa81Hv4NtA3n-pr1DRrnoSVH3l
http://solfacil.com.br	95	Attention Required! | Cloudflare	No meta description	https://drive.google.com/uc?id=1gk-qQML4F3lLrmVq7-Hn_BM_NJkF0oAi	https://drive.google.com/uc?id=1KvsD1DjoA0t9Bu9eazCAbksRWV7YOGNq
http://solvo.ai	92	Solvo.ai - Price Optimisation for Freight Forwarding	Our Price Optimisation Engine combines artificial intelligence with human expertise to empower efficient, profitable and confident pricing decision making at scale.	https://drive.google.com/uc?id=1TJ-bskcxxhSpJlnotqMw5TVRQ_TGXbzJ	https://drive.google.com/uc?id=1uIx_yysTdIDaysB7hnhp8LGCtOSprYRl
http://sonx.com	100	SonX Rewards | Coming Soon	Like airmiles for culture	https://drive.google.com/uc?id=1mY2Oi2wlMxjxRr83CjqIVU2ZhanpmHOO	https://drive.google.com/uc?id=1t9gYMOSWUGk7JWFlua295UAM2g1ctCth
http://sourcemaven.io	90	SourceMaven | The First Recruiter-to-Recruiter Marketplace	Join the only cloud-based recruitment platform that connects recruiting agencies in an online marketplace of user-submitted, vetted, active IT talent. Get to top talent 5x faster, and earn an additional $4000 per requisition by placing your finalists!	https://drive.google.com/uc?id=1JjiKTjwMWbcuLgkayZG2vHvF5HSU3Sp5	https://drive.google.com/uc?id=1jrxTh6Okg07DTFRhFQDkf-Xg74kr1JNt
http://south40snacks.com	98	South 40 Snacks - The Land of Simple Pleasures – SOUTH 40 SNACKS	South 40 Snacks is your home away from home. No matter where you are or what you're doing - our premium provisions will take you to a place of simple pleasures. Whether its our supremely crunchy nut bars or our giant-sized, roasted & salted sunflower seeds, we always keeps it simple, delicious, and down to Earth.	https://drive.google.com/uc?id=1nPyP9IeSs7NZZLCCIb0dAul6wLEbfzKE	https://drive.google.com/uc?id=1aABf1ezQoJE5XtTW1Iomrrn-ZDNoOnm0
http://spacebands.com	92	Workplace Safety Technology. Wearable and Analytics Dashboard.	spacebands wearable devices make logistics, manufacturing and construction environments safer by reducing workplace incidents and improving worker health	https://drive.google.com/uc?id=1LI3sbk26JFT697Niq2hXNz85nCVJGKFF	https://drive.google.com/uc?id=1dncmVvw6kb0XCF0R3ONT3n7ZErCCAqEJ
